task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,False,5,"(1000,)",1,44,1.0,1.0
morph-disc,False,5,"(1000,)",2,34,1.0,1.0
morph-disc,False,5,"(1000,)",3,17,1.0,1.0
morph-gen,True,1,"(0, 10)",4,8,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(0, 10)",5,31,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(0, 10)",6,42,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(0, 10)",7,50,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(0, 10)",8,37,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(0, 10)",9,5,0.08670520231213873,0.09826589595375723
morph-gen,True,1,"(10, 100)",2,2,0.2916666666666667,0.3611111111111111
morph-gen,True,1,"(10, 100)",3,15,0.2916666666666667,0.3611111111111111
morph-gen,True,1,"(10, 100)",4,31,0.2916666666666667,0.3611111111111111
morph-gen,True,1,"(10, 100)",5,17,0.2916666666666667,0.3611111111111111
morph-gen,True,1,"(10, 100)",6,7,0.2916666666666667,0.3611111111111111
morph-gen,True,1,"(100, 1000)",1,6,0.5490196078431373,0.6078431372549019
morph-gen,True,1,"(100, 1000)",2,14,0.5490196078431373,0.6078431372549019
morph-gen,True,1,"(100, 1000)",3,18,0.5490196078431373,0.6078431372549019
morph-gen,True,1,"(100, 1000)",4,11,0.5490196078431373,0.6078431372549019
morph-gen,True,1,"(100, 1000)",5,2,0.5490196078431373,0.6078431372549019
morph-gen,True,1,"(1000,)",1,44,0.8,0.8315789473684211
morph-gen,True,1,"(1000,)",2,34,0.8,0.8315789473684211
morph-gen,True,1,"(1000,)",3,17,0.8,0.8315789473684211
morph-gen,False,1,"(0, 10)",4,8,0.1896551724137931,0.19540229885057472
morph-gen,False,1,"(0, 10)",5,31,0.1896551724137931,0.19540229885057472
morph-gen,False,1,"(0, 10)",6,43,0.1896551724137931,0.19540229885057472
morph-gen,False,1,"(0, 10)",7,50,0.1896551724137931,0.19540229885057472
morph-gen,False,1,"(0, 10)",8,37,0.1896551724137931,0.19540229885057472
morph-gen,False,1,"(0, 10)",9,5,0.1896551724137931,0.19540229885057472
