task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,False,3,"(10, 100)",7,1,0.9152542372881356,1.0
morph-disc,False,3,"(100, 1000)",2,11,0.9491525423728814,1.0
morph-disc,False,3,"(100, 1000)",3,25,0.9491525423728814,1.0
morph-disc,False,3,"(100, 1000)",4,18,0.9491525423728814,1.0
morph-disc,False,3,"(100, 1000)",5,5,0.9491525423728814,1.0
morph-disc,False,3,"(1000,)",1,50,1.0,1.0
morph-disc,False,3,"(1000,)",2,38,1.0,1.0
morph-disc,False,3,"(1000,)",3,21,1.0,1.0
morph-disc,False,3,"(1000,)",4,1,1.0,1.0
morph-gen,True,5,"(0, 10)",4,6,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(0, 10)",5,26,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(0, 10)",6,40,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(0, 10)",7,49,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(0, 10)",8,37,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(0, 10)",9,5,0.12269938650306748,0.13496932515337423
morph-gen,True,5,"(10, 100)",2,1,0.2833333333333333,0.3
morph-gen,True,5,"(10, 100)",3,4,0.2833333333333333,0.3
morph-gen,True,5,"(10, 100)",4,25,0.2833333333333333,0.3
morph-gen,True,5,"(10, 100)",5,19,0.2833333333333333,0.3
morph-gen,True,5,"(10, 100)",6,10,0.2833333333333333,0.3
morph-gen,True,5,"(10, 100)",7,1,0.2833333333333333,0.3
morph-gen,True,5,"(100, 1000)",2,11,0.4745762711864407,0.5423728813559322
morph-gen,True,5,"(100, 1000)",3,25,0.4745762711864407,0.5423728813559322
morph-gen,True,5,"(100, 1000)",4,18,0.4745762711864407,0.5423728813559322
morph-gen,True,5,"(100, 1000)",5,5,0.4745762711864407,0.5423728813559322
morph-gen,True,5,"(1000,)",1,50,0.8363636363636363,0.8454545454545455
morph-gen,True,5,"(1000,)",2,38,0.8363636363636363,0.8454545454545455
morph-gen,True,5,"(1000,)",3,21,0.8363636363636363,0.8454545454545455
morph-gen,True,5,"(1000,)",4,1,0.8363636363636363,0.8454545454545455
morph-gen,False,3,"(0, 10)",4,6,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(0, 10)",5,26,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(0, 10)",6,40,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(0, 10)",7,48,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(0, 10)",8,37,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(0, 10)",9,5,0.25925925925925924,0.25925925925925924
morph-gen,False,3,"(10, 100)",2,1,0.43333333333333335,0.45
morph-gen,False,3,"(10, 100)",3,4,0.43333333333333335,0.45
morph-gen,False,3,"(10, 100)",4,25,0.43333333333333335,0.45
morph-gen,False,3,"(10, 100)",5,19,0.43333333333333335,0.45
morph-gen,False,3,"(10, 100)",6,10,0.43333333333333335,0.45
morph-gen,False,3,"(10, 100)",7,1,0.43333333333333335,0.45
morph-gen,False,3,"(100, 1000)",2,11,0.5932203389830508,0.5932203389830508
morph-gen,False,3,"(100, 1000)",3,25,0.5932203389830508,0.5932203389830508
morph-gen,False,3,"(100, 1000)",4,18,0.5932203389830508,0.5932203389830508
morph-gen,False,3,"(100, 1000)",5,5,0.5932203389830508,0.5932203389830508
morph-gen,False,3,"(1000,)",1,50,0.9,0.9
morph-gen,False,3,"(1000,)",2,38,0.9,0.9
morph-gen,False,3,"(1000,)",3,21,0.9,0.9
morph-gen,False,3,"(1000,)",4,1,0.9,0.9
morph-disc,True,5,"(0, 10)",4,6,0.950920245398773,1.0
morph-disc,True,5,"(0, 10)",5,26,0.950920245398773,1.0
morph-disc,True,5,"(0, 10)",6,40,0.950920245398773,1.0
morph-disc,True,5,"(0, 10)",7,49,0.950920245398773,1.0
morph-disc,True,5,"(0, 10)",8,37,0.950920245398773,1.0
morph-disc,True,5,"(0, 10)",9,5,0.950920245398773,1.0
morph-disc,True,5,"(10, 100)",2,1,0.8666666666666667,1.0
morph-disc,True,5,"(10, 100)",3,4,0.8666666666666667,1.0
morph-disc,True,5,"(10, 100)",4,25,0.8666666666666667,1.0
morph-disc,True,5,"(10, 100)",5,19,0.8666666666666667,1.0
morph-disc,True,5,"(10, 100)",6,10,0.8666666666666667,1.0
morph-disc,True,5,"(10, 100)",7,1,0.8666666666666667,1.0
morph-disc,True,5,"(100, 1000)",2,11,0.7796610169491526,1.0
morph-disc,True,5,"(100, 1000)",3,25,0.7796610169491526,1.0
morph-disc,True,5,"(100, 1000)",4,18,0.7796610169491526,1.0
morph-disc,True,5,"(100, 1000)",5,5,0.7796610169491526,1.0
morph-disc,True,5,"(1000,)",1,50,0.9636363636363636,1.0
morph-disc,True,5,"(1000,)",2,38,0.9636363636363636,1.0
morph-disc,True,5,"(1000,)",3,21,0.9636363636363636,1.0
morph-disc,True,5,"(1000,)",4,1,0.9636363636363636,1.0
morph-disc,False,1,"(0, 10)",4,6,0.9693251533742331,1.0
morph-disc,False,1,"(0, 10)",5,26,0.9693251533742331,1.0
morph-disc,False,1,"(0, 10)",6,40,0.9693251533742331,1.0
morph-disc,False,1,"(0, 10)",7,49,0.9693251533742331,1.0
morph-disc,False,1,"(0, 10)",8,37,0.9693251533742331,1.0
morph-disc,False,1,"(0, 10)",9,5,0.9693251533742331,1.0
morph-disc,False,1,"(10, 100)",2,1,0.9666666666666667,1.0
morph-disc,False,1,"(10, 100)",3,4,0.9666666666666667,1.0
morph-disc,False,1,"(10, 100)",4,25,0.9666666666666667,1.0
morph-disc,False,1,"(10, 100)",5,19,0.9666666666666667,1.0
morph-disc,False,1,"(10, 100)",6,10,0.9666666666666667,1.0
morph-disc,False,1,"(10, 100)",7,1,0.9666666666666667,1.0
morph-disc,False,1,"(100, 1000)",2,11,0.9830508474576272,1.0
morph-disc,False,1,"(100, 1000)",3,25,0.9830508474576272,1.0
morph-disc,False,1,"(100, 1000)",4,18,0.9830508474576272,1.0
morph-disc,False,1,"(100, 1000)",5,5,0.9830508474576272,1.0
morph-disc,False,1,"(1000,)",1,50,1.0,1.0
morph-disc,False,1,"(1000,)",2,38,1.0,1.0
morph-disc,False,1,"(1000,)",3,21,1.0,1.0
morph-disc,False,1,"(1000,)",4,1,1.0,1.0
morph-disc,True,1,"(0, 10)",4,6,0.9202453987730062,1.0
morph-disc,True,1,"(0, 10)",5,26,0.9202453987730062,1.0
morph-disc,True,1,"(0, 10)",6,40,0.9202453987730062,1.0
morph-disc,True,1,"(0, 10)",7,49,0.9202453987730062,1.0
morph-disc,True,1,"(0, 10)",8,37,0.9202453987730062,1.0
