task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-gen,False,5,"(0, 10)",1,9,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",2,17,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",3,35,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",4,43,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",5,49,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",6,50,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",7,50,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",8,37,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(0, 10)",9,5,0.3864406779661017,0.3898305084745763
morph-gen,False,5,"(10, 100)",1,17,0.8181818181818182,0.8181818181818182
morph-gen,False,5,"(10, 100)",2,17,0.8181818181818182,0.8181818181818182
morph-gen,False,5,"(10, 100)",3,13,0.8181818181818182,0.8181818181818182
morph-gen,False,5,"(10, 100)",4,7,0.8181818181818182,0.8181818181818182
morph-gen,False,5,"(10, 100)",5,1,0.8181818181818182,0.8181818181818182
morph-gen,False,5,"(100, 1000)",1,15,1.0,1.0
morph-gen,False,5,"(100, 1000)",2,11,1.0,1.0
morph-gen,False,5,"(100, 1000)",3,2,1.0,1.0
morph-gen,False,5,"(1000,)",1,9,1.0,1.0
morph-gen,False,5,"(1000,)",2,5,1.0,1.0
morph-gen,True,3,"(0, 10)",1,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",2,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",3,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",4,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",5,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",6,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",7,50,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",8,37,0.37244897959183676,0.3903061224489796
morph-gen,True,3,"(0, 10)",9,5,0.37244897959183676,0.3903061224489796
morph-disc,True,3,"(0, 10)",1,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",2,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",3,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",4,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",5,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",6,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",7,50,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",8,37,0.923469387755102,1.0
morph-disc,True,3,"(0, 10)",9,5,0.923469387755102,1.0
morph-disc,False,5,"(0, 10)",1,9,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",2,17,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",3,35,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",4,43,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",5,49,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",6,50,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",7,50,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",8,37,0.9694915254237289,1.0
morph-disc,False,5,"(0, 10)",9,5,0.9694915254237289,1.0
morph-disc,False,5,"(10, 100)",1,17,1.0,1.0
morph-disc,False,5,"(10, 100)",2,17,1.0,1.0
morph-disc,False,5,"(10, 100)",3,13,1.0,1.0
morph-disc,False,5,"(10, 100)",4,7,1.0,1.0
morph-disc,False,5,"(10, 100)",5,1,1.0,1.0
morph-disc,False,5,"(100, 1000)",1,15,1.0,1.0
morph-disc,False,5,"(100, 1000)",2,11,1.0,1.0
morph-disc,False,5,"(100, 1000)",3,2,1.0,1.0
morph-disc,False,5,"(1000,)",1,9,1.0,1.0
morph-disc,False,5,"(1000,)",2,5,1.0,1.0
morph-gen,True,1,"(0, 10)",1,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",2,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",3,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",4,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",5,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",6,49,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",7,50,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",8,37,0.35805626598465473,0.391304347826087
morph-gen,True,1,"(0, 10)",9,5,0.35805626598465473,0.391304347826087
morph-gen,False,1,"(0, 10)",1,9,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",2,17,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",3,35,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",4,43,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",5,49,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",6,50,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",7,50,0.3694915254237288,0.3728813559322034
morph-gen,False,1,"(0, 10)",8,37,0.3694915254237288,0.3728813559322034
