task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-disc,False,3,"(0, 10)",7,50,0.9796610169491525,1.0
morph-disc,False,3,"(0, 10)",8,37,0.9796610169491525,1.0
morph-disc,False,3,"(0, 10)",9,5,0.9796610169491525,1.0
morph-disc,False,3,"(10, 100)",1,17,1.0,1.0
morph-disc,False,3,"(10, 100)",2,17,1.0,1.0
morph-disc,False,3,"(10, 100)",3,13,1.0,1.0
morph-disc,False,3,"(10, 100)",4,7,1.0,1.0
morph-disc,False,3,"(10, 100)",5,1,1.0,1.0
morph-disc,False,3,"(100, 1000)",1,15,1.0,1.0
morph-disc,False,3,"(100, 1000)",2,11,1.0,1.0
morph-disc,False,3,"(100, 1000)",3,2,1.0,1.0
morph-disc,False,3,"(1000,)",1,9,1.0,1.0
morph-disc,False,3,"(1000,)",2,5,1.0,1.0
morph-disc,False,1,"(0, 10)",1,9,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",2,17,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",3,35,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",4,43,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",5,49,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",6,50,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",7,50,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",8,37,0.9728813559322034,1.0
morph-disc,False,1,"(0, 10)",9,5,0.9728813559322034,1.0
morph-disc,False,1,"(10, 100)",1,17,1.0,1.0
morph-disc,False,1,"(10, 100)",2,17,1.0,1.0
morph-disc,False,1,"(10, 100)",3,13,1.0,1.0
morph-disc,False,1,"(10, 100)",4,7,1.0,1.0
morph-disc,False,1,"(10, 100)",5,1,1.0,1.0
morph-disc,False,1,"(100, 1000)",1,15,0.9642857142857143,1.0
morph-disc,False,1,"(100, 1000)",2,11,0.9642857142857143,1.0
morph-disc,False,1,"(100, 1000)",3,2,0.9642857142857143,1.0
morph-disc,False,1,"(1000,)",1,9,1.0,1.0
morph-disc,False,1,"(1000,)",2,5,1.0,1.0
morph-disc,True,5,"(0, 10)",1,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",2,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",3,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",4,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",5,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",6,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",7,50,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",8,37,0.8979591836734694,1.0
morph-disc,True,5,"(0, 10)",9,5,0.8979591836734694,1.0
morph-gen,True,3,"(0, 10)",1,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",2,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",3,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",4,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",5,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",6,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",7,50,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",8,37,0.44642857142857145,0.5025510204081632
morph-gen,True,3,"(0, 10)",9,5,0.44642857142857145,0.5025510204081632
morph-disc,True,3,"(0, 10)",1,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",2,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",3,50,0.9209183673469388,1.0
morph-disc,True,3,"(0, 10)",4,50,0.9209183673469388,1.0
