language,template,model,task,is_ood,num_shots,num_affixes,accuracy,faithfulness,f1,coherence,random_accuracy,random_f1,random_coherence,majority_accuracy,majority_f1,majority_coherence
tr,morph_disc_en,gpt-4,morph-disc,False,3,1,0.9133333333333333,0.0,0.8844444444444445,0.8266666666666667,0.5166666666666667,0.4311111111111111,0.26,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,2,0.8803986710963455,0.0,0.8422222222222222,0.76,0.4717607973421927,0.38666666666666666,0.20666666666666667,0.5016611295681063,0.33199999999999996,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,3,0.9597855227882037,0.0,0.9147751322751323,0.8066666666666666,0.5254691689008043,0.4424312169312169,0.04,0.7989276139410187,0.44385185185185183,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,4,0.972,0.0,0.9593253968253969,0.8666666666666667,0.516,0.4319338624338624,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,5,0.9826666666666667,0.0,0.9734126984126984,0.92,0.49066666666666664,0.42372751322751323,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,6,0.9933333333333333,0.0,0.9835978835978836,0.9666666666666667,0.5173333333333333,0.44457142857142856,0.05333333333333334,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,7,0.9973154362416108,0.0,0.9925428784489188,0.9865771812080537,0.5261744966442953,0.4490678598061148,0.026845637583892617,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,1,0.5166666666666667,0.0,0.35777777777777775,0.04,0.5133333333333333,0.43555555555555553,0.28,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,2,0.5813953488372093,0.0,0.4382222222222222,0.16,0.45182724252491696,0.3665555555555555,0.19333333333333333,0.5016611295681063,0.33199999999999996,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,3,0.8619302949061662,0.0,0.6265238095238095,0.32666666666666666,0.4785522788203753,0.40118518518518514,0.03333333333333333,0.7989276139410187,0.44385185185185183,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,4,0.8773333333333333,0.0,0.6710978835978836,0.4066666666666667,0.48,0.4108280423280423,0.006666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,5,0.9133333333333333,0.0,0.7613756613756614,0.5666666666666667,0.472,0.3821957671957672,0.02,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,6,0.9066666666666666,0.0,0.7407407407407407,0.5333333333333333,0.508,0.4366190476190476,0.05333333333333334,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,7,0.9422818791946309,0.0,0.8418024928092042,0.7114093959731543,0.5275167785234899,0.4610099073186321,0.03355704697986577,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,1,0.8833333333333333,0.0,0.8444444444444444,0.7666666666666667,0.48333333333333334,0.39999999999999997,0.23333333333333334,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,2,0.760797342192691,0.0,0.6786666666666666,0.52,0.53156146179402,0.43277777777777776,0.23333333333333334,0.5016611295681063,0.33199999999999996,0
