task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-gen,False,1,"(0, 10)",1,1,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(0, 10)",2,7,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(0, 10)",3,11,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(0, 10)",4,37,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(0, 10)",5,42,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(0, 10)",6,8,0.6226415094339622,0.6226415094339622
morph-gen,False,1,"(10, 100)",1,1,0.6046511627906976,0.627906976744186
morph-gen,False,1,"(10, 100)",2,3,0.6046511627906976,0.627906976744186
morph-gen,False,1,"(10, 100)",3,25,0.6046511627906976,0.627906976744186
morph-gen,False,1,"(10, 100)",4,12,0.6046511627906976,0.627906976744186
morph-gen,False,1,"(10, 100)",5,2,0.6046511627906976,0.627906976744186
morph-gen,False,1,"(100, 1000)",1,4,0.8125,0.78125
morph-gen,False,1,"(100, 1000)",2,17,0.8125,0.78125
morph-gen,False,1,"(100, 1000)",3,11,0.8125,0.78125
morph-gen,False,1,"(1000,)",1,40,0.9180327868852459,0.8688524590163934
morph-gen,False,1,"(1000,)",2,20,0.9180327868852459,0.8688524590163934
morph-gen,False,1,"(1000,)",3,1,0.9180327868852459,0.8688524590163934
morph-disc,False,3,"(0, 10)",1,1,0.9905660377358491,1.0
morph-disc,False,3,"(0, 10)",2,7,0.9905660377358491,1.0
morph-disc,False,3,"(0, 10)",3,11,0.9905660377358491,1.0
morph-disc,False,3,"(0, 10)",4,37,0.9905660377358491,1.0
morph-disc,False,3,"(0, 10)",5,42,0.9905660377358491,1.0
morph-disc,False,3,"(0, 10)",6,8,0.9905660377358491,1.0
morph-disc,False,3,"(10, 100)",1,1,1.0,1.0
morph-disc,False,3,"(10, 100)",2,3,1.0,1.0
morph-disc,False,3,"(10, 100)",3,25,1.0,1.0
morph-disc,False,3,"(10, 100)",4,12,1.0,1.0
morph-disc,False,3,"(10, 100)",5,2,1.0,1.0
morph-disc,False,3,"(100, 1000)",1,4,0.96875,1.0
morph-disc,False,3,"(100, 1000)",2,17,0.96875,1.0
morph-disc,False,3,"(100, 1000)",3,11,0.96875,1.0
morph-disc,False,3,"(1000,)",1,40,1.0,1.0
morph-disc,False,3,"(1000,)",2,20,1.0,1.0
morph-disc,False,3,"(1000,)",3,1,1.0,1.0
