language,template,model,task,is_ood,num_shots,num_affixes,accuracy,faithfulness,f1,coherence
tr,morph_disc_tr,gpt-4,morph-disc,True,3,3,0.8805369127516779,0.0,0.6965476190476191,0.42
tr,morph_disc_tr,gpt-4,morph-disc,True,3,4,0.88,0.0,0.6970899470899471,0.41333333333333333
tr,morph_disc_tr,gpt-4,morph-disc,True,3,5,0.9093333333333333,0.0,0.8058544973544973,0.58
tr,morph_disc_tr,gpt-4,morph-disc,True,3,6,0.88,0.0,0.738095238095238,0.44
tr,morph_disc_tr,gpt-4,morph-disc,True,3,7,0.9033557046979865,0.0,0.787506658144242,0.5503355704697986
tr,morph_disc_tr,gpt-4,morph-disc,False,1,1,0.83,0.0,0.7733333333333333,0.66
tr,morph_disc_tr,gpt-4,morph-disc,False,1,2,0.7123745819397993,0.0,0.6155555555555555,0.4266666666666667
tr,morph_disc_tr,gpt-4,morph-disc,False,1,3,0.9046979865771813,0.0,0.7426455026455027,0.5266666666666666
tr,morph_disc_tr,gpt-4,morph-disc,False,1,4,0.916,0.0,0.773015873015873,0.58
tr,morph_disc_tr,gpt-4,morph-disc,False,1,5,0.9213333333333333,0.0,0.7978174603174603,0.62
tr,morph_disc_tr,gpt-4,morph-disc,False,1,6,0.9173333333333333,0.0,0.7927910052910053,0.6066666666666667
tr,morph_disc_tr,gpt-4,morph-disc,False,1,7,0.9315436241610738,0.0,0.8426014701182486,0.6711409395973155
tr,morph_gen_tr,gpt-4,morph-gen,False,1,1,0.9733333333333334,0.9733333333333334,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,2,0.8066666666666666,0.84,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,3,0.66,0.6866666666666666,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,4,0.3561643835616438,0.3904109589041096,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,5,0.26666666666666666,0.29333333333333333,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,6,0.16666666666666666,0.22,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,1,7,0.15172413793103448,0.15172413793103448,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,1,0.9666666666666667,0.9666666666666667,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,2,0.8066666666666666,0.84,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,3,0.6533333333333333,0.7266666666666667,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,4,0.3767123287671233,0.4246575342465753,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,5,0.3333333333333333,0.38,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,6,0.26666666666666666,0.2866666666666667,0,0
tr,morph_gen_tr,gpt-4,morph-gen,False,3,7,0.19148936170212766,0.19858156028368795,0,0
tr,morph_disc_tr,gpt-4,morph-disc,True,1,1,0.53,0.0,0.3733333333333333,0.06
tr,morph_disc_tr,gpt-4,morph-disc,True,1,2,0.5250836120401338,0.0,0.36666666666666664,0.05333333333333334
tr,morph_disc_tr,gpt-4,morph-disc,True,1,3,0.8214765100671141,0.0,0.5117275132275132,0.12
tr,morph_disc_tr,gpt-4,morph-disc,True,1,4,0.8413333333333334,0.0,0.5613756613756613,0.20666666666666667
tr,morph_disc_tr,gpt-4,morph-disc,True,1,5,0.8386666666666667,0.0,0.5597222222222222,0.20666666666666667
tr,morph_disc_tr,gpt-4,morph-disc,True,1,6,0.8293333333333334,0.0,0.5326719576719576,0.15333333333333332
tr,morph_disc_tr,gpt-4,morph-disc,True,1,7,0.8604026845637583,0.0,0.6207521039735805,0.30201342281879195
