language,template,model,task,is_ood,num_shots,num_affixes,accuracy,faithfulness,f1,coherence
tr,morph_gen_en,gpt-4,morph-gen,False,5,4,0.4383561643835616,0.4794520547945205,0,0
tr,morph_gen_en,gpt-4,morph-gen,False,5,5,0.4,0.48,0,0
tr,morph_gen_en,gpt-4,morph-gen,False,5,6,0.18666666666666668,0.2,0,0
tr,morph_gen_en,gpt-4,morph-gen,False,5,7,0.18309859154929578,0.18309859154929578,0,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,1,0.9066666666666666,0.0,0.88,0.8266666666666667
tr,morph_disc_en,gpt-4,morph-disc,False,3,2,0.8333333333333334,0.0,0.7777777777777778,0.6666666666666666
tr,morph_disc_en,gpt-4,morph-disc,False,3,3,0.9704301075268817,0.0,0.9362433862433862,0.8666666666666667
tr,morph_disc_en,gpt-4,morph-disc,False,3,4,0.9706666666666667,0.0,0.9616402116402116,0.8666666666666667
tr,morph_disc_en,gpt-4,morph-disc,False,3,5,0.9253333333333333,0.0,0.9095291005291005,0.72
tr,morph_disc_en,gpt-4,morph-disc,False,3,6,0.9146666666666666,0.0,0.8904761904761904,0.6533333333333333
tr,morph_disc_en,gpt-4,morph-disc,False,3,7,0.9386666666666666,0.0,0.9201058201058201,0.72
tr,morph_disc_en,gpt-4,morph-disc,True,1,1,0.5266666666666666,0.0,0.3733333333333333,0.06666666666666667
tr,morph_disc_en,gpt-4,morph-disc,True,1,2,0.6066666666666667,0.0,0.47555555555555556,0.21333333333333335
tr,morph_disc_en,gpt-4,morph-disc,True,1,3,0.8579088471849866,0.0,0.6152804232804233,0.29333333333333333
tr,morph_disc_en,gpt-4,morph-disc,True,1,4,0.8693333333333333,0.0,0.6370370370370371,0.3466666666666667
tr,morph_disc_en,gpt-4,morph-disc,True,1,5,0.8906666666666667,0.0,0.7289682539682539,0.48
tr,morph_disc_en,gpt-4,morph-disc,True,1,6,0.8693333333333333,0.0,0.7121058201058201,0.4
tr,morph_disc_en,gpt-4,morph-disc,True,1,7,0.8746666666666667,0.0,0.7568783068783068,0.4533333333333333
tr,morph_gen_en,gpt-4,morph-gen,True,3,1,0.9466666666666667,0.9466666666666667,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,2,0.72,0.8,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,3,0.4722222222222222,0.6944444444444444,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,4,0.29577464788732394,0.43661971830985913,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,5,0.18571428571428572,0.37142857142857144,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,6,0.15714285714285714,0.2,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,3,7,0.09722222222222222,0.09722222222222222,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,1,0.9733333333333334,0.9733333333333334,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,2,0.7066666666666667,0.84,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,3,0.44,0.5866666666666667,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,4,0.3466666666666667,0.4533333333333333,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,5,0.15942028985507245,0.2318840579710145,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,6,0.013333333333333334,0.05333333333333334,0,0
tr,morph_gen_en,gpt-4,morph-gen,True,1,7,0.04477611940298507,0.07462686567164178,0,0
