language,template,model,task,is_ood,num_shots,num_affixes,accuracy,faithfulness,f1,coherence,random_accuracy,random_f1,random_coherence,majority_accuracy,majority_f1,majority_coherence
tr,morph_disc_en,gpt-4,morph-disc,True,1,1,0.5166666666666667,0.0,0.3555555555555555,0.03333333333333333,0.5333333333333333,0.45555555555555555,0.3,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,2,0.6020066889632107,0.0,0.46888888888888886,0.20666666666666667,0.47157190635451507,0.3933333333333333,0.24,0.4983277591973244,0.3311111111111111,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,3,0.8818791946308725,0.0,0.6815026455026455,0.41333333333333333,0.4899328859060403,0.4204444444444444,0.05333333333333334,0.7986577181208053,0.44340740740740736,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,4,0.9066666666666666,0.0,0.7566798941798941,0.54,0.5306666666666666,0.4551164021164021,0.02,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,5,0.9306666666666666,0.0,0.8347222222222223,0.6733333333333333,0.4786666666666667,0.40983597883597883,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,6,0.9146666666666666,0.0,0.8351851851851851,0.6133333333333333,0.48533333333333334,0.40489682539682537,0.02,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,True,1,7,0.9020134228187919,0.0,0.8522584425268989,0.6040268456375839,0.47248322147651006,0.3965031426440822,0.026845637583892617,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,1,0.92,0.0,0.8933333333333333,0.84,0.5,0.41777777777777775,0.25333333333333335,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,2,0.9264214046822743,0.0,0.9022222222222223,0.8533333333333334,0.5183946488294314,0.45111111111111113,0.31333333333333335,0.4983277591973244,0.3311111111111111,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,3,0.9758389261744966,0.0,0.9439153439153439,0.88,0.4993288590604027,0.40503968253968253,0.02,0.7986577181208053,0.44340740740740736,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,4,0.9773333333333334,0.0,0.9687830687830687,0.8866666666666667,0.4826666666666667,0.41314285714285715,0.03333333333333333,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,5,0.956,0.0,0.9428571428571428,0.8066666666666666,0.48533333333333334,0.41577248677248674,0.006666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,6,0.94,0.0,0.9232804232804233,0.7533333333333333,0.484,0.4141666666666666,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,3,7,0.9369127516778524,0.0,0.9222328752530095,0.7114093959731543,0.49261744966442955,0.4152364972834771,0.013422818791946308,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,1,0.8933333333333333,0.0,0.8577777777777778,0.7866666666666666,0.47,0.3822222222222222,0.20666666666666667,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,2,0.822742474916388,0.0,0.7622222222222222,0.6466666666666666,0.5250836120401338,0.45111111111111113,0.3,0.4983277591973244,0.3311111111111111,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,3,0.9570469798657718,0.0,0.8899470899470899,0.7866666666666666,0.49261744966442955,0.41994179894179895,0.04666666666666667,0.7986577181208053,0.44340740740740736,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,4,0.9693333333333334,0.0,0.9232804232804233,0.8466666666666667,0.4786666666666667,0.4104656084656084,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,5,0.9706666666666667,0.0,0.9443121693121693,0.86,0.5026666666666667,0.4312328042328042,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,6,0.948,0.0,0.8982804232804232,0.7466666666666667,0.4826666666666667,0.4104259259259259,0.02,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,1,7,0.9449664429530201,0.0,0.9199691062107169,0.7315436241610739,0.4577181208053691,0.3950649834878023,0.020134228187919462,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,1,0.9266666666666666,0.0,0.9022222222222223,0.8533333333333334,0.48333333333333334,0.40444444444444444,0.24666666666666667,0.5,0.3333333333333333,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,2,0.9565217391304348,0.0,0.9422222222222222,0.9133333333333333,0.5317725752508361,0.44,0.26,0.4983277591973244,0.3311111111111111,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,3,0.974496644295302,0.0,0.955026455026455,0.8733333333333333,0.5006711409395973,0.4336481481481481,0.04,0.7986577181208053,0.44340740740740736,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,4,0.9733333333333334,0.0,0.9644179894179894,0.8733333333333333,0.49866666666666665,0.41678571428571426,0.04,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,5,0.9546666666666667,0.0,0.9433862433862433,0.8,0.508,0.4233544973544973,0.02666666666666667,0.8,0.4444444444444444,0
tr,morph_disc_en,gpt-4,morph-disc,False,5,6,0.9386666666666666,0.0,0.9251322751322751,0.7333333333333333,0.5133333333333333,0.4374973544973545,0.04,0.8,0.4444444444444444,0
